run_dir,dataset,method,seed,split_index,metric_accuracy,metric_F1Mi,metric_F1Ma,metric_val_accuracy,metric_best_c,metric_num_train,metric_num_val,metric_num_test,split_train_count,split_val_count,split_test_count,split_train_ratio,split_val_ratio,split_test_ratio,split_split_protocol,split_total_count,diag_shuffle_positives,diag_neg_suppression,diag_semantic_topk,diag_signature_hops,diag_signature_dim
runs/hpfs_homophily_split0_e50_pure_grace/Cora_raw_features_seed0_split0_e50,Cora,raw_features,0,0,0.583641404805915,0.583641404805915,0.5498366385642323,0.6066176470588235,0.3,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,False,8,2,128
runs/hpfs_homophily_split0_e50_pure_grace/Cora_grace_seed0_split0_e50,Cora,grace,0,0,0.7957486136783734,0.7957486136783734,0.7745856958961893,0.8198529411764706,0.3,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,False,8,2,128
runs/hpfs_homophily_split0_e50_pure_grace/Cora_hpfs_gcl_seed0_split0_e50,Cora,hpfs_gcl,0,0,0.7971349353049908,0.7971349353049908,0.7730628546534373,0.8272058823529411,0.1,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,2,128,0.5635236501693726
runs/hpfs_homophily_split0_e50_pure_grace/CiteSeer_raw_features_seed0_split0_e50,CiteSeer,raw_features,0,0,0.6050357008643367,0.6050357008643367,0.5500543152972285,0.6336336336336337,0.03,333,333,2661,333,333,2661,0.10009017586708069,0.10009017586708069,0.7998196482658386,stratified_1:1:8,3327,False,False,8,2,128
runs/hpfs_homophily_split0_e50_pure_grace/CiteSeer_grace_seed0_split0_e50,CiteSeer,grace,0,0,0.6952273581360391,0.6952273581360391,0.6227034911287084,0.7117117117117117,0.01,333,333,2661,333,333,2661,0.10009017586708069,0.10009017586708069,0.7998196482658386,stratified_1:1:8,3327,False,False,8,2,128
runs/hpfs_homophily_split0_e50_pure_grace/CiteSeer_hpfs_gcl_seed0_split0_e50,CiteSeer,hpfs_gcl,0,0,0.705749718151071,0.705749718151071,0.6466902389230683,0.7267267267267268,0.1,333,333,2661,333,333,2661,0.10009017586708069,0.10009017586708069,0.7998196482658386,stratified_1:1:8,3327,False,True,8,2,128,0.5930006504058838
runs/hpfs_homophily_split0_e50_pure_grace/PubMed_raw_features_seed0_split0_e50,PubMed,raw_features,0,0,0.8293285995054841,0.8293285995054841,0.828937172087587,0.8250507099391481,0.01,1972,1972,15773,1972,1972,15773,0.10001521557569504,0.10001521557569504,0.7999695539474487,stratified_1:1:8,19717,False,False,8,2,128
runs/hpfs_homophily_split0_e50_pure_grace/PubMed_grace_seed0_split0_e50,PubMed,grace,0,0,0.8358587459582831,0.8358587459582831,0.8318898894182506,0.8316430020283976,0.1,1972,1972,15773,1972,1972,15773,0.10001521557569504,0.10001521557569504,0.7999695539474487,stratified_1:1:8,19717,False,False,8,2,128
runs/hpfs_homophily_split0_e50_pure_grace/PubMed_hpfs_gcl_seed0_split0_e50,PubMed,hpfs_gcl,0,0,0.8344005579154251,0.8344005579154251,0.8306124731092547,0.834685598377282,0.1,1972,1972,15773,1972,1972,15773,0.10001521557569504,0.10001521557569504,0.7999695539474487,stratified_1:1:8,19717,False,True,8,2,128,0.6822049617767334
runs/hpfs_homophily_split0_e50_pure_grace/Cora_hpfs_gcl_seed0_split0_e50_sem01,Cora,hpfs_gcl,0,0,0.7962107208872459,0.7962107208872459,0.7754317173238718,0.8235294117647058,0.3,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,0.1,128,2,128,0.5635236501693726
runs/hpfs_homophily_split0_e50_pure_grace/CiteSeer_hpfs_gcl_seed0_split0_e50_sem01,CiteSeer,hpfs_gcl,0,0,0.6997369409996242,0.6997369409996242,0.6359741910233184,0.7327327327327328,0.03,333,333,2661,333,333,2661,0.10009017586708069,0.10009017586708069,0.7998196482658386,stratified_1:1:8,3327,False,True,8,0.1,128,2,128,0.5930006504058838
runs/hpfs_homophily_split0_e50_pure_grace/PubMed_hpfs_gcl_seed0_split0_e50_sem01,PubMed,hpfs_gcl,0,0,0.8350345527166677,0.8350345527166677,0.8311723025570128,0.8336713995943205,0.1,1972,1972,15773,1972,1972,15773,0.10001521557569504,0.10001521557569504,0.7999695539474487,stratified_1:1:8,19717,False,True,8,0.1,128,2,128,0.6822049021720886
runs/hpfs_homophily_split0_e50_pure_grace/Cora_hpfs_gcl_seed0_split0_e50_fn_only,Cora,hpfs_gcl,0,0,0.7962107208872459,0.7962107208872459,0.7757854955191358,0.8235294117647058,0.3,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,0.0,128,2,128,0.5635236501693726
runs/hpfs_homophily_split0_e50_pure_grace/CiteSeer_hpfs_gcl_seed0_split0_e50_fn_only,CiteSeer,hpfs_gcl,0,0,0.6971063509958663,0.6971063509958663,0.6244408627979735,0.7177177177177178,0.01,333,333,2661,333,333,2661,0.10009017586708069,0.10009017586708069,0.7998196482658386,stratified_1:1:8,3327,False,True,8,0.0,128,2,128,0.5930006504058838
runs/hpfs_homophily_split0_e50_pure_grace/PubMed_hpfs_gcl_seed0_split0_e50_fn_only,PubMed,hpfs_gcl,0,0,0.8352881506371648,0.8352881506371648,0.8314320238285627,0.8326572008113591,0.1,1972,1972,15773,1972,1972,15773,0.10001521557569504,0.10001521557569504,0.7999695539474487,stratified_1:1:8,19717,False,True,8,0.0,128,2,128,0.6822049617767334
runs/hpfs_homophily_split0_e50_pure_grace/Cora_rpgcl_grace_seed0_split0_e50_raw_preserved,Cora,rpgcl_grace,0,0,0.7860443622920518,0.7860443622920518,0.7649040948056666,0.7794117647058824,10.0,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,False,8,0.5,128,2,128,True,1.0,1.0
runs/hpfs_homophily_split0_e50_pure_grace/Cora_rpgcl_hpfs_seed0_split0_e50_raw_preserved,Cora,rpgcl_hpfs,0,0,0.7920517560073937,0.7920517560073937,0.7718197549468362,0.7830882352941176,3.0,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,0.5,128,2,128,True,1.0,1.0,0.5635237097740173
runs/hpfs_homophily_split0_e50_pure_grace/CiteSeer_rpgcl_grace_seed0_split0_e50_raw_preserved,CiteSeer,rpgcl_grace,0,0,0.7053739195791056,0.7053739195791056,0.6354597522209285,0.7327327327327328,0.01,333,333,2661,333,333,2661,0.10009017586708069,0.10009017586708069,0.7998196482658386,stratified_1:1:8,3327,False,False,8,0.5,128,2,128,True,1.0,1.0
runs/hpfs_homophily_split0_e50_pure_grace/CiteSeer_rpgcl_hpfs_seed0_split0_e50_raw_preserved,CiteSeer,rpgcl_hpfs,0,0,0.7132656895903795,0.7132656895903795,0.6417622511751426,0.7387387387387387,0.01,333,333,2661,333,333,2661,0.10009017586708069,0.10009017586708069,0.7998196482658386,stratified_1:1:8,3327,False,True,8,0.5,128,2,128,True,1.0,1.0,0.5930006504058838
runs/hpfs_homophily_split0_e50_pure_grace/PubMed_rpgcl_grace_seed0_split0_e50_raw_preserved,PubMed,rpgcl_grace,0,0,0.8490458378241298,0.8490458378241298,0.8474949245373732,0.8387423935091278,0.01,1972,1972,15773,1972,1972,15773,0.10001521557569504,0.10001521557569504,0.7999695539474487,stratified_1:1:8,19717,False,False,8,0.5,128,2,128,True,1.0,1.0
runs/hpfs_homophily_split0_e50_pure_grace/PubMed_rpgcl_hpfs_seed0_split0_e50_raw_preserved,PubMed,rpgcl_hpfs,0,0,0.8494262347048754,0.8494262347048754,0.8477890773487142,0.8407707910750507,0.01,1972,1972,15773,1972,1972,15773,0.10001521557569504,0.10001521557569504,0.7999695539474487,stratified_1:1:8,19717,False,True,8,0.5,128,2,128,True,1.0,1.0,0.6822049021720886
runs/hpfs_homophily_split0_e50_pure_grace/Cora_rpgcl_auto_seed0_split0_e50_auto,Cora,rpgcl_auto,0,0,0.7971349353049908,0.7971349353049908,0.7730628546534373,0.8308823529411765,0.1,272,272,2164,272,272,2164,0.10044313222169876,0.10044313222169876,0.7991137504577637,stratified_1:1:8,2708,False,True,8,0.5,128,2,128,False,1.0,1.0,0.5635237097740173,hpfs,0.8308823529411765,0.7971349353049908,0.7730628546534373,0.7830882352941176,0.7920517560073937,0.7718197549468362,0.6066176470588235,0.583641404805915,0.5498366385642323
runs/hpfs_homophily_split0_e50_pure_grace/CiteSeer_rpgcl_auto_seed0_split0_e50_auto,CiteSeer,rpgcl_auto,0,0,0.7132656895903795,0.7132656895903795,0.6417622511751426,0.7387387387387387,0.01,333,333,2661,333,333,2661,0.10009017586708069,0.10009017586708069,0.7998196482658386,stratified_1:1:8,3327,False,True,8,0.5,128,2,128,True,1.0,1.0,0.5930006504058838,raw_preserved_hpfs,0.7267267267267268,0.705749718151071,0.6466902389230683,0.7387387387387387,0.7132656895903795,0.6417622511751426,0.6336336336336337,0.6050357008643367,0.5500543152972285
runs/hpfs_homophily_split0_e50_pure_grace/PubMed_rpgcl_auto_seed0_split0_e50_auto,PubMed,rpgcl_auto,0,0,0.8494262347048754,0.8494262347048754,0.847805379263094,0.8397565922920892,0.01,1972,1972,15773,1972,1972,15773,0.10001521557569504,0.10001521557569504,0.7999695539474487,stratified_1:1:8,19717,False,True,8,0.5,128,2,128,True,1.0,1.0,0.6822049617767334,raw_preserved_hpfs,0.8351926977687627,0.8344639573955493,0.83060048403626,0.8397565922920892,0.8494262347048754,0.847805379263094,0.8250507099391481,0.8293285995054841,0.828937172087587
